タイトル,フォルダ,科目名,講義名,サブタイトル,担当研究室,担当教員,分野,科目群,単位数,教育課程,対象学年,開講期間,曜日・時限,キャンパス
2021年度シラバス,大学院・造形研究科-修士　共通科目,作家・作品研究,作家・作品研究,,映像学科,三浦　均、Christophe Charles,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,火４,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,美術教育研究,美術教育研究,"美術教育研究
                通年 〈4単位 講義〉
                大坪圭輔",教職課程,大坪　圭輔,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,火３,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,デザイン史研究,デザイン史研究,デザイン史研究の方法と課題,美学美術史,木田　拓也,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,木３,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,教育学研究,教育学研究,"教育学研究
                通年 〈4単位 演習〉
                高橋陽一",教職課程,高橋　陽一,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,火２,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,環境生態学特論,環境生態学特論,"環境生態学特論
                後期 〈2単位 講義〉
                渋江桂子",建築学科,渋江　桂子,共通専門科目,共通専門,2.0,修士,"1年,2年",後期 2021/09/06-2021/12/18,火２,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,工芸史演習,工芸史演習,工芸史研究の方法と課題,美学美術史,木田　拓也,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,火２,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,コンテクスチュアル・スタディーズ演習Ⅰ,コンテクスチュアル・スタディーズ演習Ⅰ,,デザイン情報学科,長澤　忠徳、村上　千博、若林　玄、村田　美樹,共通専門科目,共通専門,2.0,修士,"1年,2年",後期 2021/09/06-2021/12/18,"土３,土４",鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,インタラクティブ・イノベーション演習Ⅰ,インタラクティブ・イノベーション演習Ⅰ,,デザイン情報学科,長澤　忠徳、村上　千博、若林　玄、村田　美樹,共通専門科目,共通専門,2.0,修士,"1年,2年",前期 2021/04/12-2021/07/10,"土３,土４",鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,東洋美術史演習,東洋美術史演習（アジアの宗教美術）,,美学美術史,朴　亨國,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,木２,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,近現代美術史演習,近現代美術史演習,芸術家による芸術論,美学美術史,村上　博哉,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,火５,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,西洋美術史研究,西洋美術史研究,,美学美術史,北澤　洋子,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,月３,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目,イノベーションのためのデザイン哲学,イノベーションのためのデザイン哲学,,デザイン情報学科,Jag Yamamoto,共通専門科目,共通専門,2.0,修士,2年,,,
2021年度シラバス,大学院・造形研究科-修士　共通科目（他コース履修可）,プロダクトデザイン特論Ⅰ,プロダクトデザイン特論Ⅰ（共通）,工芸工業デザインコース専任教員,工芸工業デザイン学科,山中　一宏,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,木３,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目（他コース履修可）,空間演出デザイン特論Ⅰ,空間演出デザイン特論Ⅰ（共通）,,空間演出デザイン学科,天野　勝、太田　雅公、池田　ともゆき、小池　博史、五十嵐　久枝、片山　正通、鈴木　康広、Patrick Kevin Ryan、津村　耕佑、小泉　誠、種田　陽平、面出　薫,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,月２,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目（他コース履修可）,デザイン論特論Ⅰ,デザイン論特論Ⅰ（共通）,前期: 板東孝明 ／後期: 原研哉　畑一成,基礎デザイン学科,原　研哉,共通専門科目,共通専門,4.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,"月２,火２",鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目（他コース履修可）,デザイン情報学特論ⅠＡ,デザイン情報学特論ⅠA（共通）,,デザイン情報学科,高山　穣,共通専門科目,共通専門,2.0,修士,"1年,2年",前期 2021/04/12-2021/07/10,水５,鷹の台
2021年度シラバス,大学院・造形研究科-修士　共通科目（他コース履修可）,デザイン情報学特論ⅠＢ,デザイン情報学特論ⅠB（共通）,創生のためのデザイン哲学,デザイン情報学科,瀧本　往人,共通専門科目,共通専門,2.0,修士,"1年,2年",後期 2021/09/06-2021/12/18,土３,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,絵画研究Ⅰ,絵画研究Ⅰ,Ⅰ: 1〜23授業週 〈8単位 実技〉,油絵,赤塚　祐二、樺山　祐和、川口　起美雄、小林　孝亘、諏訪　敦、袴田　京太朗、丸山　直文、水上　泰財、小林　耕平、吉川　民仁,専門Ⅰ類,Ⅰ必,8.0,修士,1年,１～５期 2021/04/12-2021/10/23,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,絵画研究Ⅱ,絵画研究Ⅱ,Ⅱ：24〜29授業週 〈4単位 実技〉,油絵,赤塚　祐二、樺山　祐和、川口　起美雄、小林　孝亘、諏訪　敦、袴田　京太朗、丸山　直文、水上　泰財、小林　耕平、吉川　民仁,専門Ⅰ類,Ⅰ必,4.0,修士,1年,６.７期 2021/11/08-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,絵画研究Ⅲ,絵画研究Ⅲ,Ⅲ；1〜12授業週 〈8単位 実技〉,油絵,赤塚　祐二、樺山　祐和、川口　起美雄、小林　孝亘、諏訪　敦、袴田　京太朗、丸山　直文、水上　泰財、小林　耕平、吉川　民仁,専門Ⅰ類,Ⅰ必,8.0,修士,2年,前期 2021/04/12-2021/07/10,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,東洋美術史研究,東洋美術史研究（東洋造形理論）,,美学美術史,朴　亨國,専門Ⅰ類,Ⅰ選,2.0,修士,1年、2年,通年 2021/04/12-2021/12/18,火５,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,美学芸術学研究,美学芸術学研究,,美学美術史,松浦　寿夫,専門Ⅰ類,Ⅰ選,2.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,月２,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,現代建築論,現代建築論,,美学美術史,岡山　理香,専門Ⅰ類,Ⅰ選,2.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,月４,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,デザイン史研究,デザイン史研究,デザイン史研究の方法と課題,美学美術史,木田　拓也,専門Ⅰ類,Ⅰ選,2.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,木３,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,工芸史演習,工芸史演習,工芸史研究の方法と課題,美学美術史,木田　拓也,専門Ⅰ類,Ⅰ選,2.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,火２,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,日本画研究Ⅰ,日本画研究Ⅰ,"［1年］

                1～13授業週・16～22授業週",日本画学科,尾長　良範、西田　俊英、岩田　壮平、間島　秀徳、浅見　貴子、竹原　美也子、橋本　晶子,専門Ⅰ類,Ⅰ必,8.0,修士,1年,１～５期 2021/04/12-2021/10/23,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,日本画研究Ⅱ,日本画研究Ⅱ,"［1年］

                23～28授業週",日本画学科,尾長　良範、西田　俊英、岩田　壮平、間島　秀徳,専門Ⅰ類,Ⅰ必,4.0,修士,1年,６.７期 2021/11/08-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,日本画研究Ⅲ,日本画研究Ⅲ,"［2年］

                1～13授業週",日本画学科,尾長　良範、西田　俊英、岩田　壮平、間島　秀徳,専門Ⅰ類,Ⅰ必,8.0,修士,2年,前期 2021/04/12-2021/07/10,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,版画研究Ⅰ,版画研究Ⅰ,版画研究Ⅰ／ 遠藤竜太、高浜利也、元田久治,版画,遠藤　竜太、高浜　利也、元田　久治,専門Ⅰ類,Ⅰ必,8.0,修士,1年,１～５期 2021/04/12-2021/10/23,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,版画研究Ⅱ,版画研究Ⅱ,版画研究Ⅱ ／遠藤竜太、高浜利也、元田久治,版画,遠藤　竜太、高浜　利也、元田　久治,専門Ⅰ類,Ⅰ必,4.0,修士,1年,６.７期 2021/11/08-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,版画研究Ⅲ,版画研究Ⅲ,版画研究Ⅲ ／ 遠藤竜太、高浜利也、元田久治,版画,遠藤　竜太、高浜　利也、元田　久治,専門Ⅰ類,Ⅰ必,8.0,修士,2年,前期 2021/04/12-2021/07/10,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,彫刻研究Ⅰ,彫刻研究Ⅰ,"彫刻研究Ⅰ
                1〜12授業週 〈8単位 実技〉",彫刻学科,伊藤　誠、黒川　弘毅、冨井　大裕、三沢　厚彦、岡崎　乾二郎、遠藤　利克、棚田　康司,専門Ⅰ類,Ⅰ必,8.0,修士,1年,前期 2021/04/12-2021/07/10,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,彫刻研究Ⅱ,彫刻研究Ⅱ,"彫刻研究Ⅱ
                17〜29授業週 〈4単位 実技〉",彫刻学科,伊藤　誠、黒川　弘毅、冨井　大裕、三沢　厚彦、岡崎　乾二郎、遠藤　利克、棚田　康司,専門Ⅰ類,Ⅰ必,4.0,修士,1年,後期 2021/09/06-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,彫刻研究Ⅲ,彫刻研究Ⅲ,"彫刻研究Ⅲ
                1〜12授業週 〈8単位 実技〉",彫刻学科,伊藤　誠、黒川　弘毅、冨井　大裕、三沢　厚彦、岡崎　乾二郎、遠藤　利克、棚田　康司,専門Ⅰ類,Ⅰ必,8.0,修士,2年,前期 2021/04/12-2021/07/10,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,東洋美術史演習,東洋美術史演習(アジアの宗教美術）,,美学美術史,朴　亨國,専門Ⅰ類,Ⅰ選,2.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,木２,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,造形学演習Ⅱ,造形学演習Ⅱ,,美学美術史,木田　拓也、北澤　洋子、玉蟲　敏子、朴　亨國、松浦　寿夫、村上　博哉,専門Ⅰ類,Ⅰ必,6.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,"水１,水２,水３",鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,近現代美術史演習,近現代美術史演習,芸術家による芸術論,美学美術史,村上　博哉,専門Ⅰ類,Ⅰ選,2.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,火５,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,西洋美術史研究,西洋美術史研究,,美学美術史,北澤　洋子,専門Ⅰ類,Ⅰ選,2.0,修士,"1年,2年",通年 2021/04/12-2021/12/18,月３,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,芸術文化政策特論Ⅰ,芸術文化政策特論Ⅰ,（前期）,芸術文化学科,垣内　恵美子,専門Ⅰ類,Ⅰ必,4.0,修士,1年,通年 2021/04/12-2021/12/18,"火３,金４",鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,芸術文化政策特論Ⅰ,芸術文化政策特論Ⅰ,ダンス×ポエジー ――〈からだ〉と〈ことば〉の詩学,芸術文化学科,林　浩平,専門Ⅰ類,Ⅰ必,4.0,修士,1年,通年 2021/04/12-2021/12/18,"火３,金４",鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,芸術文化政策特論Ⅱ,芸術文化政策特論Ⅱ,,芸術文化学科,森　啓輔,専門Ⅰ類,Ⅰ必,4.0,修士,2年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,芸術文化政策特論Ⅱ,芸術文化政策特論Ⅱ,,芸術文化学科,松浦　昇,専門Ⅰ類,Ⅰ必,4.0,修士,2年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,芸術文化政策演習Ⅰ,芸術文化政策演習Ⅰ,（前期）,芸術文化学科,是枝　開、杉浦　幸子、米徳　信一、春原　史寛、佐々木　一晋,専門Ⅰ類,Ⅰ必,6.0,修士,1年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,芸術文化政策演習Ⅰ,芸術文化政策演習Ⅰ,（後期）,芸術文化学科,高島　直之,専門Ⅰ類,Ⅰ必,6.0,修士,1年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-修士　美術専攻,芸術文化政策演習Ⅱ,芸術文化政策演習Ⅱ,,芸術文化学科,是枝　開、杉浦　幸子、高島　直之、米徳　信一、春原　史寛、佐々木　一晋,専門Ⅰ類,Ⅰ必,6.0,修士,2年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-博士,総合研究Ⅰ,総合研究Ⅰ,骸骨のイメージが芸術創作に運用する可能性に関する考察ー自作を通して,その他,西田　俊英、尾長　良範,専門Ⅰ類,Ⅰ必,2.0,博士,2年,2021/4/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-博士,総合研究Ⅰ,総合研究Ⅰ,,その他,川口　起美雄、赤塚　祐二,専門Ⅰ類,Ⅰ必,2.0,博士,2年,2021/4/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-博士,総合研究Ⅱ,総合研究Ⅱ,,その他,川口　起美雄、是枝　開,専門Ⅰ類,Ⅰ必,2.0,博士,3年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-博士,総合研究Ⅱ,総合研究Ⅱ,商空間の構成要素としての映像１,その他,篠原　規行、板屋　緑、新見　隆,専門Ⅰ類,Ⅰ必,2.0,博士,3年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-博士,総合研究Ⅱ,総合研究Ⅱ,VRにおける手描きアニメーションの表現技法研究１,その他,篠原　規行、黒坂　圭太、白石　学,専門Ⅰ類,Ⅰ必,2.0,博士,3年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-博士,総合研究Ⅱ,総合研究Ⅱ,,その他,黒坂　圭太、篠原　規行,専門Ⅰ類,Ⅰ必,2.0,博士,3年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-博士,総合研究Ⅱ,総合研究Ⅱ,20世紀の東西美術交流,その他,朴　亨國、玉蟲　敏子、田中　正之、村上　博哉,専門Ⅰ類,Ⅰ必,2.0,博士,3年,通年 2021/04/12-2021/12/18,集中,鷹の台
2021年度シラバス,大学院・造形研究科-博士,作品制作研究Ⅰ,作品制作研究Ⅰ,日本画における日本的風景の表現、描写の可能性について,その他,西田　俊英、岩田　壮平,専門Ⅰ類,Ⅰ選,2.0,博士,1年,2021/4/12-2021/12/18,集中,鷹の台
